sampels,sampels_1,BPA_ID,Sample Site,Depth_BIN,Depth_MLD,Depth,Water.mass,Latitude (decimal degrees),Depth (m),T,S,O2,Si,NO3,NO2,PO4,NH4,Chl c3,Chl c2,Chl c1,Chlide a,Phide a,Perid,But-fuco,Fuco,Neo,Pras,Viola,Hex-fuco,Astax,Diadino,Allo,Diato,Zea,Lut,DV chl b,Chl b,DV Chl a,Tot. MV Chl a,carotene mix,Micro,Nano,Pico,T.Pig,PON_nmol.L,POC_nmol.L,d15N,d13C,C:N,NO3.Up,NH4.Up,P.P.,N2_Fix,C_ug.L,N_ug.L,Domint WM Category,Secondary WM Category,Stn_nbr,Depth_m,Longitude,SW,PEW,EQ13W,SAMW,AAIW,UCDW,LCDW,NPDW,AABW,total%,Date sampled (YYYY-MM-DD),Time sampled (hh:mm),Subset,SubsetDepth,Longitude (decimal degrees),GO_SHIPS_CTD_no,Bottom depth,Pressure bottle,number,ID,NCBI_Submission,NCBI Sample Accession,Organism,Tax ID,Sampleme_depth,NCBI BioProject,DayLength,Stratificaiton..Tsurface.Tsample.,NRS_Location_code; Voyage_code,geo_loc (country:subregion),Oxygen (_mol/L) Lab,Chlf: CTD,Salinity [PSU] Lab,Biomass (mg/m3),Microplankotn,noplankton,Picoplankton,d13C,Total CO2 (_mol/kg),Total alkalinity (_mol/kg),"Total Bacteria
 (cells/mL)","Bacteria and Not Phototrophs
 (cells/mL)"
G34400,P15S_3836,34400,3836,1,1,SFC,STF,-48.50822,6.7,10.632,34.54,267.5,1.37,9.04,0.27,0.76,0.143,0.042,0.047,0.007,0,0,0.012,0.049,0.02,0.007,0.008,0.004,0.092,0,0.013,0.004,0,0.01,0,0,0.052,0.005,0.298,0.008,0.183662296,0.287324766,0.499509107,1.649,718.5147869,4728.756927,3.470265023,24.48545631,6.581293821,1106.590008,362.2418605,565.2168936,2.24536,56.74508313,10.05920702,AAIW,SAMW,15,13.6,-170.0221,0,0.123,0,0.586,0.142,0.057,0,0,0,0.908,42501,0.639583333,1,0,-170.0221,15,3895,13.6,162,102.100.100/34379,FALSE,,,,,,463,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,320.2,0.08,33.9219,0.8828,,,,-24.48545631,2094,2290.9,,
G34401,P15S_3936,34401,3936,1,1,SFC,STF,-47.98972,6.5,11.461,34.617,262.1,0.88,6.66,0.3,0.61,0.325,0.028,0.033,0.005,0,0,0.009,0.042,0.015,0.004,0.004,0.003,0.071,0,0.009,0.003,0,0.007,0,0,0.038,0.003,0.231,0.007,0.180853244,0.286033704,0.500232028,1.481,649.7845037,4467.262636,3.557610479,24.13595643,6.874991032,408.5987088,673.6112503,476.9585611,1.22354,53.60715163,9.096983052,AAIW,SAMW,15,35,-169.999867,0.075,0.103,0,0.51,0.218,0.057,0,0,0,0.962,42501,0.034722222,1,0,-169.999867,15,3895,34.6,431,102.100.100/34648,FALSE,,,,,,463,-0.003,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,320.2,0.22,33.9208,,0.073842963,0.0153484,0.904230751,-24.13595643,2089.4,2291.3,2.30E+05,2.20E+05
G34402,P15S_4036,34402,4036,1,1,SFC,STF,-47.48835,5.1,11.677,34.621,261.4,0.86,6.43,0.3,0.6,0.146,0.042,0.041,0.011,0,0,0.013,0.052,0.023,0.005,0.006,0.003,0.093,0,0.014,0.004,0,0.009,0,0,0.051,0.006,0.288,0.008,0.198093759,0.282397529,0.488980118,1.638,806.7537549,5477.891703,4.665498249,23.04935141,6.790041781,556.8110349,387.5263249,696.7652777,1.07625,65.73470043,11.29455257,AAIW,SAMW,15,60,-169.999867,0.105,0.08,0,0.421,0.307,0.057,0,0,0,0.969,42501,0.034722222,1,0,-169.999867,15,3895,59.3,343,102.100.100/34560,FALSE,,,,,,463,-0.008,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,320.1,0.15,33.921,,0.040774535,0.095834391,0.857955664,-23.04935141,2086.3,2294.5,4.80E+05,4.70E+05
G34403,P15S_4136,34403,4136,1,1,SFC,STF,-47.11502,4.4,11.464,34.669,263.1,0.98,6.22,0.32,0.6,0.165,0.032,0.031,0.009,0,0,0.012,0.037,0.015,0.006,0.007,0.004,0.073,0,0.011,0.003,0,0.009,0,0,0.056,0.005,0.269,0.007,0.178369556,0.330086138,0.465965943,1.561,713.3262446,4924.564111,5.305733066,23.69084557,6.903663153,2548.364544,,641.4004613,0.70588,59.09476933,9.986567425,AAIW,SAMW,17,6.1,-170.00055,0.063,0.163,0,0.568,0.099,0.055,0,0,0,0.948,42502,0.039583333,1,0,-170.00055,17,4763,6.1,163,102.100.100/34380,FALSE,,,,,,467,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,320.1,,33.892,0.8676,0.057710002,0.015100919,0.920717256,-23.69084557,2097.1,2296.3,4.70E+05,4.70E+05
G34404,P15S_4236,34404,4236,1,1,SFC,STF,-46.71238,11.1,11.497,34.679,262.1,0.92,5.94,0.31,0.58,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAIW,SAMW,17,40,-169.99825,0.085,0.124,0,0.483,0.213,0.054,0,0,0,0.958,42502,0.833333333,1,0,-169.99825,17,4763,40.4,437,102.100.100/34654,FALSE,,,,,,467,0.004,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,320,0.19,33.8953,,0,0,1,,2090.3,2296.6,1.60E+05,1.60E+05
G34405,P15S_4336,34405,4336,1,1,SFC,STF,-46.32965,3.8,11.793,34.674,261,0.76,5.45,0.29,0.55,0.302,0.032,0.032,0.008,0,0,0.009,0.035,0.015,0.005,0.004,0.003,0.068,0,0.011,0.002,0,0.012,0,0,0.039,0.006,0.204,0.006,0.177693233,0.28256328,0.511697405,1.463,603.1218692,4238.063213,4.629467211,24.0870706,7.026877037,284.2796019,539.6752171,349.8229376,0.65713,50.85675856,8.443706169,AAIW,SAMW,17,65,-169.99825,0.1,0.096,0,0.421,0.295,0.054,0,0,0,0.966,42502,0.833333333,1,0,-169.99825,17,4763,65.2,436,102.100.100/34653,FALSE,,,,,,467,0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,319.6,0.34,33.8991,,,,,-24.0870706,2088.5,2298.4,,
G34406,P15S_4436,34406,4436,1,1,SFC,STF,-45.17728,4.8,12.421,34.653,259.7,0.46,3.9,0.28,0.44,0.228,0.044,0.04,0.007,0,0,0.013,0.04,0.016,0.006,0.002,0.002,0.106,0,0.015,0.002,0,0.017,0,0,0.053,0.019,0.262,0.009,0.154915215,0.259208695,0.563195431,1.629,987.3229269,6835.68707,6.807574295,23.52326482,6.92345623,162.6512593,463.3854995,375.3823932,0.66877,82.02824483,13.82252098,SAMW,AAIW,19,48.5,-170.01025,0.102,0.148,0,0.49,0.156,0.055,0,0,0,0.951,42503,0.581944444,1,0,-170.01025,19,4432,48.5,515,102.100.100/36969,TRUE,SAMN08219664,marine metagenome,408172,102.100.100/36969_48,PRJ385736,473,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,315.2,0.3,33.8935,,0.047204803,0.014373948,0.932260985,-23.52326482,2078.1,2292.5,,
G34407,P15S_4536,34407,4536,1,1,SFC,STF,-44.83455,5.7,12.509,34.657,258.7,0.59,3.6,0.31,0.43,0.69,0.046,0.039,0.007,0,0,0.011,0.04,0.014,0.006,0.003,0.003,0.096,0,0.013,0.002,0,0.017,0,0,0.053,0.015,0.238,0.009,0.143076648,0.279101771,0.553609019,1.586,773.0077985,5737.534647,,23.39870829,7.422350276,278.0609345,1131.6402,523.8126994,1.23627,68.85041576,,SAMW,AAIW,19,74.9,-170.01025,0.097,0.111,0,0.418,0.286,0.051,0,0,0,0.963,42503,0.581944444,1,0,-170.01025,19,4432,74.9,514,102.100.100/36968,TRUE,SAMN08219663,marine metagenome,408172,102.100.100/36968_74,PRJ385736,473,0.012,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,315.3,0.26,33.895,,0,0,1,-23.39870829,2077.4,2291.4,5.40E+05,5.20E+05
G34408,P15S_4636,34408,4636,1,1,SFC,STF,-44.51858,6.1,12.638,34.707,257.7,0.37,3.39,0.31,0.41,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.960265935,,,,,,,,10.82210918,SAMW,AAIW,19,14.3,-170.00607,0.108,0.195,0,0.58,0,0.058,0,0,0,0.94,42503,0.665972222,1,0,-170.00607,19,4432,14.3,164,102.100.100/34381,FALSE,,,,,,473,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,315.2,0.27,33.8929,0.5012,,,,,,,5.40E+05,5.10E+05
G34409,P15S_4736,34409,4736,1,1,SFC,STF,-44.32702,1.3,12.373,,,,,,,0.437,0.04,0.043,0.006,0,0,0.014,0.036,0.014,0.006,0.003,0.004,0.098,0,0.011,0.002,0,0.021,0,0,0.063,0.022,0.273,0.009,0.150960156,0.289797581,0.539139083,1.645,,,,,,,,,,,,SAMW,AAIW,20,14.2,-170.00572,0.088,0.188,0,0.456,0.15,0.059,0,0,0,0.94,42503,0.964583333,1,0,-170.00572,20,5019,14.2,165,102.100.100/34382,FALSE,,,,,,479,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,312.4,,33.9122,0.6287,,,,,,,,
G34410,P15S_4829,34410,4829,1,1,SFC,STF,-44.1559,3.9,13.415,34.869,259.7,0.54,2.13,0.26,0.33,0.276,0.04,0.04,0.007,0,0,0.009,0.04,0.013,0.005,0.004,0.003,0.087,0,0.013,0.002,0,0.022,0,0,0.06,0.029,0.241,0.01,0.128337681,0.313473371,0.533254172,1.601,,,,,,,,,,,,SAMW,AAIW,20,35,-170.006333,0.091,0.155,0,0.44,0.209,0.055,0,0,0,0.95,42503,0.799305556,1,0,-170.006333,20,5019,35,521,102.100.100/36975,TRUE,SAMN08219670,marine metagenome,408172,102.100.100/36975_35,PRJ385736,479,-0.002,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,312.5,,33.9117,,0.046391908,0.14952912,0.796650769,,2083.5,2304.6,,
G34411,P15S_4936,34411,4936,1,1,SFC,STF,-42.93268,5.4,14.362,35.055,252.2,0.7,1.45,0.22,0.27,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.1575812,5705.105407,6.89405771,23.4764534,7.094511747,215.5807956,814.0157011,659.7984378,1.58891,68.46126488,11.25820614,SAMW,AAIW,20,60.5,-170.006333,0.094,0.115,0,0.42,0.281,0.051,0,0,0,0.961,42503,0.799305556,1,0,-170.006333,20,5019,60.5,520,102.100.100/36974,TRUE,SAMN08219669,marine metagenome,408172,102.100.100/36974_60,PRJ385736,479,-0.005,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,312.5,,33.9135,,,,,-23.4764534,2078,2311.3,2.70E+05,2.50E+05
G34412,P15S_5036,34412,5036,1,1,SFC,STF,-42.75132,5.8,14.283,35.042,253.8,0.78,1.57,0.21,0.28,0.161,0.053,0.05,0.009,0,0,0.012,0.051,0.02,0.007,0.012,0.005,0.1,0,0.011,0.007,0,0.029,0,0,0.068,0.031,0.384,0.016,0.153335878,0.307315482,0.513615275,1.838,700.355854,4794.055849,4.395942773,24.02088793,6.845171382,1941.550729,320.0678414,800.9688018,2.77515,57.52867019,9.804981956,SAMW,AAIW,21,5.8,-170.0007,0.13,0.174,0,0.415,0.198,0,0,0,0,0.916,42504,0.269444444,1,0,-170.0007,21,5071,5.8,166,102.100.100/34383,FALSE,,,,,,483,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,311.5,0.27,33.9129,0.4284,0.098839408,0.131219216,0.761604926,-24.02088793,2079.1,2311.4,1.30E+05,1.20E+05
G34413,P15S_5136,34413,5136,1,1,SFC,STF,-42.39617,5.9,15.627,35.188,241.7,0.59,0.67,0.24,0.18,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,AAIW,21,40.9,-169.999167,0.115,0.151,0,0.416,0.233,0,0,0,0,0.915,42504,0.1125,1,0,-169.999167,21,5071,40.9,527,102.100.100/36981,TRUE,SAMN08219676,marine metagenome,408172,102.100.100/36981_40,PRJ385736,483,-0.024,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,311,0.24,33.9187,,0.141584956,0.262142429,0.617188045,,2070.5,2316.5,,
G34414,P15S_5236,34414,5236,1,1,SFC,STF,-42.169,6.7,15.277,35.087,244.8,0.3,0.58,0.23,0.2,0.015,0.022,0.024,0.008,0.006,0,0,0.03,0.016,0.012,0.021,0.006,0.06,0,0.009,0.01,0,0.021,0,0,0.087,0.014,0.34,0.015,0.101653439,0.460527226,0.417783693,1.683,684.7932051,4598.069503,5.466239493,24.34921284,6.714537277,539.2308296,283.5306321,841.079871,4.7357,55.17683403,9.587104872,SAMW,AAIW,21,90.4,-169.999167,0.094,0.12,0,0.417,0.282,0,0,0,0,0.914,42504,0.1125,1,0,-169.999167,21,5071,90.4,526,102.100.100/36980,TRUE,SAMN08219675,marine metagenome,408172,102.100.100/36980_90,PRJ385736,483,0.136,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,311.5,0.36,33.9144,,,,,-24.34921284,2071,2314,,
G34415,P15S_5336,34415,5336,1,1,SFC,STF,-41.72763,7.2,15.565,35.153,242.8,0.73,0.62,0.23,0.2,0.014,0.031,0.036,0.016,0,0,0.008,0.03,0.024,0.013,0.027,0.009,0.068,0,0.01,0.014,0,0.029,0,0,0.117,0.016,0.438,0.021,0.15301521,0.458581369,0.373072872,1.891,859.9874681,6190.760172,4.557835581,24.42725979,7.198663237,517.6989523,254.0571125,1372.905503,20.2033,74.28912206,12.03982455,SAMW,AAIW,22,50.3,-170.013367,0.128,0.117,0,0.385,0.273,0.056,0,0,0,0.959,42503,0.979861111,1,0,-170.013367,22,5074,50.3,533,102.100.100/36987,TRUE,SAMN08218784,marine metagenome,408172,102.100.100/36987_50,PRJ385736,489,-0.005,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.6,0.41,33.9239,,,,,-24.42725979,2071.2,2312,7.40E+05,7.00E+05
G34416,P15S_5436,34416,5436,1,1,SFC,STF,-41.27282,6.3,15.403,35.11,244.4,0.18,0.12,0.09,0.18,0.036,0.04,0.041,0.009,0,0,0.006,0.052,0.015,0.005,0.007,0.003,0.091,0,0.011,0.004,0,0.032,0,0,0.055,0.048,0.26,0.013,0.114585186,0.296498209,0.558760704,1.662,792.4754821,4663.428145,5.971898038,23.8959355,5.884633974,78.55223443,208.0932762,575.6885235,10.07927,55.96113774,11.09465675,SAMW,AAIW,22,101.1,-170.013367,0.088,0.078,0,0.439,0.326,0,0,0,0,0.93,42503,0.979861111,1,0,-170.013367,22,5074,101.1,532,102.100.100/36986,TRUE,SAMN08218783,marine metagenome,408172,102.100.100/36986_101,PRJ385736,489,0.002,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.5,0.3,33.9239,,,,,-23.8959355,2071,2313.9,4.70E+05,4.30E+05
G34417,P15S_5536,34417,5536,1,1,SFC,STF,-40.83538,6.3,15.372,35.082,243.8,0.2,0.16,0.11,0.17,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,AAIW,22,11.5,-170.00777,0.159,0.148,0,0.344,0.233,0.065,0,0,0,0.949,42504,0.574305556,1,0,-170.00777,22,5074,11.5,167,102.100.100/34384,FALSE,,,,,,489,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.7,0.24,33.9236,,,,,,2069.1,2309.9,5.40E+05,5.10E+05
G34418,P15S_5636,34418,5636,1,1,SFC,STF,-40.39737,4.5,15.456,35.116,243.4,0.25,0.15,0.1,0.18,0.02,0.034,0.041,0.008,0,0,0.008,0.047,0.019,0.005,0.008,0.003,0.089,0,0.014,0.007,0,0.033,0,0,0.058,0.044,0.305,0.017,0.143954759,0.297424479,0.532141421,1.712,697.7619414,4989.773451,5.940330462,24.28564626,7.151111512,172.8758937,235.1549627,890.0204093,9.02712,59.87728142,9.768667179,SAMW,AAIW,23,35,-170.004417,0.109,0.203,0,0.358,0.223,0,0,0,0,0.892,42504,0.895833333,1,0,-170.004417,23,5121,35,539,102.100.100/36993,TRUE,SAMN08218790,marine metagenome,408172,102.100.100/36993_35,PRJ385736,490,0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.9,0.5,33.9166,,,,,-24.28564626,2072.6,2316.4,4.80E+05,4.60E+05
G34419,P15S_5736,34419,5736,1,1,SFC,SPSG,-39.96945,9.3,15.63,35.181,241.9,0.41,0.13,0.07,0.16,0.024,0.035,0.037,0.012,0,0,0.005,0.046,0.016,0.006,0.009,0.003,0.086,0,0.011,0.005,0,0.034,0,0.003,0.054,0.043,0.273,0.014,0.119543329,0.296869728,0.555879406,1.663,757.435885,5282.84596,5.580296316,24.30480046,6.974644408,134.0932286,192.0654606,942.6520887,9.86921,63.39415152,10.60410239,SAMW,AAIW,23,85.1,-170.004417,0.088,0.141,0,0.415,0.268,0,0,0,0,0.911,42504,0.895833333,1,0,-170.004417,23,5121,85.1,538,102.100.100/36992,TRUE,SAMN08218789,marine metagenome,408172,102.100.100/36992_85,PRJ385736,490,0.071,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.9,0.52,33.9206,,,,,-24.30480046,2071.4,2318,5.40E+05,5.10E+05
G34420,P15S_5836,34420,5836,1,1,SFC,SPSG,-39.51513,6.1,16.22,35.302,237.3,0.26,0.11,0.06,0.13,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,AAIW,23,7,-170.0181,0.121,0.237,0.056,0.326,0.197,0.051,0,0,0,0.989,42504,0.078472222,1,0,-170.0181,23,5121,7,168,102.100.100/34385,FALSE,,,,,,490,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,311,0.35,33.9144,,,,,,2072.4,2323.6,,
G34421,P15S_5936,34421,5936,1,1,SFC,SPSG,-39.07282,6,16.581,35.275,236.3,0.22,0.02,0.01,0.11,0.011,0.013,0.024,0.008,0,0,0,0.026,0.007,0.002,0.002,0.001,0.043,0,0.007,0,0,0.042,0,0.005,0.027,0.075,0.125,0.014,0.074137668,0.254864467,0.643276545,1.393,529.2759058,3712.805237,5.136519235,24.27377319,7.014876734,68.43309867,167.7400804,251.1074342,,44.55366285,7.409862681,SAMW,AAIW,24,39.4,-170.002633,0.097,0.187,0,0.362,0.245,0.053,0,0,0,0.943,42505,0.241666667,1,0,-170.002633,24,4786,39.4,545,102.100.100/36999,TRUE,SAMN08218796,marine metagenome,408172,102.100.100/36999_39,PRJ385736,495,-0.019,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,309.9,0.4,33.9212,,,,,-24.27377319,2068.3,2320.9,,
G34422,P15S_6036,34422,6036,1,1,SFC,SPSG,-38.6344,6,16.774,35.293,235.1,,,,,0.008,0.013,0.016,0.005,0,0,0,0.023,0.004,0,0,0.001,0.034,0,0.005,0,0,0.034,0,0.003,0.018,0.052,0.082,0.009,0.058650933,0.243383054,0.666073092,1.266,445.1202603,3877.153645,5.343122339,24.5374295,8.710350867,48.94274439,121.5860907,439.5737007,16.14799,46.52584374,6.231683644,SAMW,AAIW,24,64.6,-170.002633,0.086,0.149,0,0.411,0.262,0,0,0,0,0.908,42505,0.241666667,1,0,-170.002633,24,4786,64.6,544,102.100.100/36998,TRUE,SAMN08218795,marine metagenome,408172,102.100.100/36998_64,PRJ385736,495,-0.014,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,309.3,0.41,33.923,,,,,-24.5374295,2067,2321,,
G34423,P15S_6136,34423,6136,1,1,SFC,SPSG,-38.19017,5,17.045,35.321,234.1,0.4,0.02,0.001,0.11,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,AAIW,24,5.7,-169.9888,0.111,0.238,0.058,0.296,0.222,0.062,0,0,0,0.987,42505,0.345138889,1,0,-169.9888,24,4786,5.7,169,102.100.100/34386,FALSE,,,,,,495,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.3,0.36,33.92,0.134,,,,,2067,2322.8,,
G34424,P15S_6236,34424,6236,1,1,SFC,SPSG,-37.7638,4.1,16.658,35.215,235.9,0.23,0.02,0.01,0.13,0.003,0.011,0.014,0.005,0,0,0,0.018,0.005,0,0,0.001,0.029,0,0.003,0,0,0.035,0,0.004,0.023,0.059,0.068,0.01,0.065285477,0.282680674,0.625977921,1.26,420.5319194,2927.948373,4.593231762,24.53044583,6.962487833,36.74875766,91.16738992,235.7347541,19.72858,35.13538047,5.887446872,SAMW,AAIW,25,11.8,-169.9909,0.12,0.238,0.058,0.218,0.295,0.058,0,0,0,0.988,42505,0.624305556,1,0,-169.9909,25,4812,11.8,170,102.100.100/34387,FALSE,,,,,,496,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,310.8,0.59,33.9426,,,,,-24.53044583,,,,
G34425,P15S_6436,34425,6436,1,1,SFC,SPSG,-36.87545,6.6,16.775,35.238,240.5,0.1,0.01,0.01,0.12,0.004,0.008,0.008,0.002,0,0,0,0.012,0.002,0,0,0,0.019,0,0.004,0,0,0.028,0,0,0.009,0.037,0.05,0.005,0.043583098,0.194565867,0.733961807,1.157,445.1202603,3195.538193,8.495451605,25.04839601,7.179044582,66.70711447,136.9342252,232.393545,20.24041,38.34645832,6.231683644,SAMW,AAIW,25,75.2,-169.99665,0.083,0.162,0,0.408,0.255,0,0,0,0,0.908,42505,0.541666667,1,0,-169.99665,25,4812,75.2,550,102.100.100/37004,TRUE,SAMN08218801,marine metagenome,408172,102.100.100/37004_75,PRJ385736,496,-0.027,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,305.7,0.53,33.9576,,,,,-25.04839601,2068.4,2319,,
G34426,P15S_6536,34426,6536,1,1,SFC,SPSG,-36.45077,4.6,17.805,35.401,235.5,0,0.01,0.01,0.12,0.001,0.009,0.011,0.004,0,0,0,0.016,0.003,0,0,0,0.026,0,0.004,0,0,0.024,0,0,0.01,0.033,0.046,0.006,0.055976201,0.213158471,0.699518773,1.16,375.2506357,3383.548538,6.922322904,25.18095117,9.016769637,41.03616598,118.0845191,223.7412356,38.04672,40.60258245,5.253508899,SAMW,AAIW,26,36.3,-170.002917,0.095,0.232,0.056,0.306,0.249,0.052,0,0,0,0.99,42505,0.834722222,1,0,-170.002917,26,4829,36.3,557,102.100.100/37011,TRUE,SAMN08218808,marine metagenome,408172,102.100.100/37011_36,PRJ385736,501,0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,295.7,0.52,34.1279,,,,,-25.18095117,2066.1,2325.7,4.10E+05,3.40E+05
G34427,P15S_6636,34427,6636,1,1,SFC,SPSG,-36.0069,4.9,18.178,35.5,234.1,0.35,0.02,0.001,0.1,0.001,0.006,0.008,0.003,0,0,0,0.012,0.003,0,0,0,0.019,0,0.004,0,0,0.033,0,0.004,0.01,0.049,0.046,0.008,0.062236298,0.196769093,0.716713287,1.181,345.5035591,2997.370541,5.291946758,24.59546421,8.67536806,68.6703442,155.7606614,190.1345427,26.3978,35.9684465,4.837049827,SAMW,AAIW,26,60.3,-170.002917,0.079,0.18,0,0.401,0.246,0,0,0,0,0.906,42505,0.834722222,1,0,-170.002917,26,4829,60.3,556,102.100.100/37010,TRUE,SAMN08218807,marine metagenome,408172,102.100.100/37010_60,PRJ385736,501,0.001,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,295.7,0.52,34.1278,,,,,-24.59546421,2064.4,2330.7,3.70E+05,3.10E+05
G34428,P15S_6736,34428,6736,1,1,SFC,SPSG,-35.68073,5.2,18.026,35.447,234.5,0.18,0.02,0.001,0.11,0.001,0.005,0.007,0.005,0,0,0,0.013,0.004,0,0,0,0.02,0,0.004,0,0,0.034,0,0.003,0.009,0.047,0.048,0.008,0.067585114,0.183474377,0.722876922,1.181,340.330899,3073.366572,3.654031306,24.97765198,9.030524649,73.52963725,159.6017251,189.0585644,29.64164,36.88039886,4.764632585,SASW,AAIW,26,8.8,-170.00265,0.113,0.292,0.07,0.196,0.253,0.063,0,0,0,0.987,42505,0.994444444,1,0,-170.00265,26,4829,8.8,171,102.100.100/34388,FALSE,,,,,,501,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,295.8,0.46,34.1278,0.172,,,,-24.97765198,2066.7,2329.3,3.70E+05,3.10E+05
G34429,P15S_6836,34429,6836,1,1,SFC,SPSG,-35.33387,5.7,18.127,35.481,234.4,0.18,0.03,0.001,0.1,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,AAIW,27,65,-169.957917,0.079,0.18,0,0.403,0.245,0,0,0,0,0.906,42506,0.202083333,1,0,-169.957917,27,5048,65.4,443,102.100.100/34660,FALSE,,,,,,505,-0.005,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,291.7,0.26,34.1755,,,,,,2065.8,2333.3,,
G34430,P15S_6936,34430,6936,1,1,SFC,SPSG,-35.01347,6.1,18.215,35.496,233.7,0,0.03,0.001,0.09,0.004,0.006,0.006,0.004,0,0,0,0.011,0.003,0,0,0,0.016,0,0.003,0,0,0.033,0,0.003,0.01,0.045,0.04,0.006,0.060234411,0.201958544,0.714397376,1.162,366.1964055,2947.786637,4.648398013,24.34455683,8.04974214,84.70459174,229.2713335,147.5650641,22.57764,35.37343965,5.126749677,SAMW,AAIW,27,185,-169.957917,0,0.071,0,0.623,0.22,0,0,0,0,0.914,42506,0.202083333,1,0,-169.957917,27,5048,185.7,442,102.100.100/34659,FALSE,,,,,,505,0.775,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,281,0.11,34.2044,,,,,-24.34455683,2064.2,2330.8,,
G34431,P15S_7036,34431,7036,1,1,SFC,SPSG,-34.50183,4.5,18.533,35.548,232,0.1,0.03,0.001,0.08,0.005,0.006,0.006,0.005,0,0,0,0.011,0.003,0,0,0,0.015,0,0.003,0,0,0.037,0,0.003,0.007,0.046,0.04,0.006,0.068555991,0.154105578,0.754039932,1.163,337.7446516,2742.661641,3.424130361,24.27992109,8.120518351,58.1730754,137.4876045,200.8773012,35.66776,32.9119397,4.728425122,SAMW,AAIW,27,6.2,-169.94858,0.103,0.233,0.055,0.294,0.258,0,0,0,0,0.943,42506,0.286111111,1,0,-169.94858,27,5048,6.2,172,102.100.100/34389,FALSE,,,,,,505,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,292,0.8,34.1753,0.1701,,,,-24.27992109,2064.3,2334.3,,
G34432,P15S_7136,34432,7136,1,1,SFC,SPSG,-33.9845,6.8,19.156,35.708,229,0.14,0.02,0.001,0.08,0.005,0.007,0.005,0.004,0,0,0,0.011,0.003,0,0,0,0.015,0,0.002,0,0,0.029,0,0,0,0.04,0.039,0.007,0.084856315,0.067555368,0.818636016,1.133,424.4139582,3314.309787,3.907312065,24.61647745,7.809144169,43.26418866,162.7945628,196.3412202,23.78264,39.77171744,5.941795414,SAMW,AAIW,28,9.2,-169.98822,0.145,0.318,0.073,0,0.386,0.066,0,0,0,0.987,42506,0.572916667,1,0,-169.98822,28,5229,9.2,173,102.100.100/34390,FALSE,,,,,,509,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,290.1,0.57,34.1847,,,,,-24.61647745,2061.2,2340.7,3.70E+05,2.90E+05
G34433,P15S_7236,34433,7236,1,1,SFC,SPSG,-33.50157,7.1,19.252,35.731,228.2,0.07,0.02,0.001,0.08,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,AAIW,28,48.7,-169.9911,0.115,0.252,0.059,0.184,0.325,0.054,0,0,0,0.989,42506,0.572916667,1,0,-169.9911,28,5229,48.7,449,102.100.100/34666,FALSE,,,,,,509,-0.003,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,290.1,,34.1847,,,,,,2062.8,2342.8,3.10E+05,2.50E+05
